name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Oh my god,I trust,(G)I-DLE,2020-04-06,67,2DmRXiyn03tOqKgEJXlaiJ,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97,195867,4
Girl Of My Dreams (with SUGA of BTS),Fighting Demons (Deluxe),Juice WRLD,2022-03-18,73,59bY27SZQ4r25o02vqOhgC,0.603,0.771,9,-6.336,1,0.0627,0.194,0.0,0.13,0.332,139.988,226149,4
SOLO,SOLO,JENNIE,2018-11-12,71,2wVDWtLKXunswWecARNILj,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567,4
Blue Hour,minisode1 : Blue Hour,TOMORROW X TOGETHER,2020-10-26,50,0JQHGu03YJikcND4SENdiW,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,209105,4
GingaMingaYo (the strange world),the collective soul and unconscious: chapter one,Billlie,2022-02-23,70,3jHg6QE70y2FTdnsxSrCbv,0.888,0.901,10,-4.023,0,0.079,0.0323,0.00955,0.357,0.65,121.997,215800,4
Glitch Mode,Glitch Mode - The 2nd Album,NCT DREAM,2022-03-28,74,5b1PngLlxc7hj3fJXrE2Zm,0.634,0.78,0,-2.323,0,0.0963,0.0164,0.0,0.141,0.694,166.923,207053,4
MORE,MORE,K/DA,2020-10-28,70,6juLaduD4STCUDWT0AYun4,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,217088,4
Charmer,ODDINARY,Stray Kids,2022-03-18,47,5PyqnR2KX6a6qwf6l9rgpj,0.787,0.765,8,-2.503,0,0.0573,0.0557,1.11e-05,0.0972,0.711,91.006,188573,4
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,74,4ZxOuNHhpyOj4gv52MtQpT,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,213264,4
Who (feat. BTS),~how i'm feeling~,Lauv,2020-03-06,75,2qG81jL9UIP54uS8gYyP4k,0.632,0.339,11,-7.983,0,0.0337,0.546,0.0,0.104,0.0969,141.642,180413,3
LOVE DIVE,LOVE DIVE,IVE,2022-04-05,84,0Q5VnK2DYzRyfqQRJuUtvi,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
Airplane pt.2,Love Yourself 轉 'Tear',BTS,2018-05-18,73,4lAE47gj539h8R1yxPhhGG,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,218615,4
TANK,AD MARE,NMIXX,2022-02-22,54,2AtshmTKGwbtCybUmYxB4u,0.637,0.927,0,-4.771,1,0.212,0.0293,0.000564,0.408,0.504,179.905,168147,4
PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),salem ilese,2022-02-23,79,7xNCacksfUkYXsXuSW4vNF,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,152214,4
LOCO,CRAZY IN LOVE,ITZY,2021-09-24,57,59c0HrzmHfyQs6LgDw5cHe,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,191462,4
LO$ER=LO♡ER,The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,2021-08-17,75,21aOLk12MksET8AsbU0SI6,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997,199919,4
LILAC,IU 5th Album 'LILAC',IU,2021-03-25,72,5xrtzzzikpG3BLbo4q1Yul,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,214253,4
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,2018-06-15,73,4lQsB3ERTWSNaAN1IkuNRl,0.668,0.828,4,-5.034,0,0.0739,0.036,0.0,0.0932,0.393,140.042,211350,4
CHEESE,NOEASY,Stray Kids,2021-08-23,43,5Kllw7Fco57MHtMEGgRdoc,0.348,0.946,2,-2.578,1,0.361,0.0278,0.0,0.14,0.589,179.958,182080,3
ELEVEN,ELEVEN,IVE,2021-12-01,80,7n2FZQsaLb7ZRfRPfEeIvr,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,178453,4
MIC Drop (Steve Aoki Remix) - Full Length Edition,Love Yourself 結 'Answer',BTS,2018-08-24,73,01380RE6UfsPSdiUIwrCoH,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01,307676,4
Stay Alive (Prod. SUGA of BTS),Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-11,83,7CAdT0HdiQNlt1C7xk2hep,0.512,0.76,2,-5.889,0,0.0682,0.299,0.0,0.103,0.495,130.096,210928,4
The Feels,Formula of Love: O+T=<3,TWICE,2021-11-12,67,1qE8DOtw7zdXHMgZm20eLM,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4
Next Level,Next Level,aespa,2021-05-17,75,2zrhoHlFKxFTRF5aMyxMoQ,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,221573,4
Pretty Savage,THE ALBUM,BLACKPINK,2020-10-02,71,1XnpzbOGptRwfJhZgLbmSr,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045,201122,4
Mmmh,KAI - The 1st Mini Album,KAI,2020-11-30,69,5dntGTbUtmUO239wQ0k3yM,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,192347,4
Bad Boy,The Perfect Red Velvet - The 2nd Album Repackage,Red Velvet,2018-01-29,69,5GKwq4sO5ZHKuWaDmdwMQc,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4
We'll Meet Again,Gold: 100 Songs From A Life In Music,Vera Lynn,2009-01-01,46,3qXpbtghezZZJJu77upfkv,0.392,0.132,11,-13.486,0,0.0322,0.901,0.0,0.846,0.192,91.002,178667,4
My Baby Just Cares for Me - 2013 Remastered Version,Little Girl Blue (2013 Remastered Version),Nina Simone,1958-06-24,65,6VTbbVjKOC2qWagIDbkJrC,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,215747,4
What A Wonderful World,What A Wonderful World,Louis Armstrong,1968,70,1qCQTy0fTXerET4x8VHyr9,0.399,0.258,5,-16.028,1,0.033,0.792,1.86e-06,0.128,0.192,108.174,137520,3
"Moon River (From ""Breakfast at Tiffany's"")",Moon River And Other Great Movie Themes,Andy Williams,1962,61,24AIahNHzBxm9S12peXbnG,0.281,0.212,6,-15.513,1,0.031,0.86,7.73e-05,0.119,0.195,95.555,162893,3
C'est si bon - 2012,Seule ce soir,Emilie-Claire Barlow,2012-10-16,55,5PcCSUGriuhWuyyWxuBnnM,0.653,0.2,8,-10.744,1,0.044,0.906,0.00276,0.192,0.319,127.609,196780,4
April In Paris,All Or Nothing At All,Billie Holiday,1958-01-01,57,34zhjduFdQFhkRUJ230h9T,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,185587,4
The Summer Wind,Half The Perfect World,Madeleine Peyroux,2006-01-01,54,4mp28AMgYCgrkfJMSYtl3C,0.658,0.22,8,-14.99,1,0.0335,0.9,0.401,0.118,0.228,99.689,234107,4
Strange Love,Koop Islands,Koop,2007-06-05,39,4lUIiUXSfPb8P5dyU55g50,0.752,0.476,7,-9.03,0,0.0316,0.789,0.00479,0.0939,0.521,121.979,204813,4
La vénus du mélo,Raconte-moi... (Bonus Edition),Stacey Kent,2010-03-22,58,7tk8lPTwBw2CYefi2QWR2d,0.798,0.345,2,-12.805,1,0.0484,0.763,1.65e-06,0.115,0.486,124.164,227377,4
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),Day By Night (with Paul Weston & His Music From Hollywood),Doris Day,1957-11-11,57,2HyPrPSANTIPkR6CfiytwY,0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,223373,4
La vie en rose,de l'accordeoniste a milord,Édith Piaf,1986,58,4FmiciU3ZmfgABlbCSXcWw,0.39,0.302,8,-8.687,1,0.0321,0.984,0.0,0.0871,0.422,82.52,186973,4
Sakta vi gå genom stan,Ahh! Monica!,Monica Zetterlund,1962-04-03,44,5gBWGTO2prExy9yVwhUbOU,0.467,0.335,7,-8.586,1,0.0485,0.804,0.0,0.109,0.221,107.657,202360,5
Hey Laura,Liquid Spirit (Deluxe Version),Gregory Porter,2013-01-01,57,3VFr9JYb6ppsl4yxwerUXq,0.694,0.265,2,-11.319,1,0.0569,0.894,1.79e-05,0.246,0.422,77.389,199427,4
Don't Know Why,Come Away With Me (Deluxe Edition),Norah Jones,2002-02-22,59,4yZYolqyUgoGxSCoKZuYjN,0.739,0.199,5,-11.763,1,0.028,0.877,1.23e-05,0.0591,0.631,88.466,186160,4
Feeling Good,It's Time,Michael Bublé,2005-02-07,66,3I09LQbHS3NSU46Ly3tPpR,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,237333,3
Undantag,I centrum,Bo Kaspers Orkester,1998-09-25,43,06e8JNPVkQAVfFnEkf2EFt,0.73,0.593,0,-8.158,0,0.0323,0.711,0.000767,0.114,0.56,128.015,256960,4
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker Sings,Chet Baker,1956,57,4gFlHAye7To29Fs4UszQUH,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,179640,3
Begin the Beguine,Begin The Beguine,Artie Shaw,1987-09-01,49,0YJAz1QqMNrPhJ2vhHupcZ,0.629,0.155,7,-15.917,1,0.0514,0.912,0.382,0.454,0.368,140.933,196160,4
Dream A Little Dream,Sleep Warm,Dean Martin,1959,38,66Ra2l0vQTGFBcCL8vUwlI,0.116,0.113,1,-21.833,0,0.0415,0.903,0.544,0.311,0.179,64.832,196573,4
Öppna upp ditt fönster,Lisa Ekdahl,Lisa Ekdahl,1994-02-21,44,3J1H7ggoHSUOEDXorAtSqg,0.688,0.465,2,-6.622,1,0.0383,0.627,0.0,0.0996,0.534,120.13,225507,4
'Deed I Do,Blossom Dearie (Expanded Edition),Blossom Dearie,1957-04-01,54,2dLM74n8z8UgW9NQhSbhm1,0.566,0.218,7,-16.936,1,0.0369,0.895,6.06e-05,0.0956,0.434,134.13,133667,4
I Only Want To Be With You,Just A Little Lovin',Shelby Lynne,2008,52,1oAs44xVvu4QaZpX9033S5,0.89,0.279,0,-14.044,1,0.0345,0.724,0.0153,0.108,0.598,98.528,230267,4
My One And Only Love,John Coltrane And Johnny Hartman,John Coltrane,1963-01-01,59,0uPkCpuoERqrkBL06Art50,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,295240,3
In the Mood,Ultimate Big Band Collection: Glenn Miller,Glenn Miller,1939,51,1xsY8IFXUrxeet1Fcmk4oC,0.624,0.304,8,-14.496,1,0.0822,0.929,0.173,0.0693,0.874,80.582,216747,4
A Love That Will Last,Renee Olstead,Renee Olstead,2004-05-11,57,4bJbSERtCqK9D6DRUPMmMh,0.666,0.303,11,-11.028,0,0.0356,0.841,0.000711,0.0971,0.342,81.923,212160,4
Dance Me To The End Of Love,Careless Love,Madeleine Peyroux,2004-01-01,60,5ztIul377mylwHJkCnIWbn,0.597,0.404,5,-9.867,0,0.0362,0.829,0.00107,0.111,0.474,138.105,235640,4
I've Got You Under My Skin - Remastered 1998,Songs For Swingin' Lovers! (Remastered),Frank Sinatra,1956-03,65,3aEJMh1cXKEjgh52claxQp,0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,223760,4
Beyond the Sea,That's All,Bobby Darin,1959,65,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480,4
Baby I'm A Fool,My One And Only Thrill,Melody Gardot,2009-01-01,50,3XZN4wXwG2o0OadHWExzPr,0.516,0.24,10,-13.131,0,0.0404,0.933,0.0228,0.17,0.277,112.981,210693,4
The Villain I Appear to Be,The Villain I Appear to Be,Connor Spiotto,2017-06-25,55,3CnUGF7phvydXWBJUBDDP6,0.489,0.361,1,-9.633,1,0.0404,0.797,0.0,0.308,0.276,109.273,188000,4
Stars Fell On Alabama,Grace,Lizz Wright,2017-09-15,52,3q634ZiAdA9bcg135bdJxo,0.492,0.195,2,-14.387,1,0.0272,0.94,0.0108,0.108,0.161,89.777,232280,4
Those Sweet Words,Feels Like Home,Norah Jones,2004-01-01,59,2MKLbFPQ3QDXpQ0KnS06Kl,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,202640,4
Fattig bonddräng,Barn på nytt - 25 sånger av Georg Riedel & Astrid Lindgren,Georg Riedel,2003-12-10,25,200KXaE9cFu3xsC11p2toC,0.642,0.379,5,-9.207,1,0.0545,0.869,2.63e-06,0.113,0.514,127.273,221680,3
Vem vet?,Lisa Ekdahl,Lisa Ekdahl,1994-02-21,47,0oKOAL9nhFMieApXNLYkZ8,0.758,0.609,9,-6.568,0,0.0376,0.422,1.33e-06,0.124,0.734,125.949,183413,4
But Not For Me - Vocal Version,Chet Baker Sings,Chet Baker,1956,55,3pfbQmD5xGH9Tcc7GqGfSL,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,184467,4
Sway,Michael Bublé,Michael Bublé,2003,71,2ajUl8lBLAXOXNpG4NEPMz,0.713,0.639,2,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,188067,4
J'ai Deux Amours,Careless Love,Madeleine Peyroux,2004-01-01,51,5zmRnxJCiY2kqrWd28bBnd,0.502,0.226,0,-9.997,1,0.0364,0.943,3.64e-06,0.142,0.266,86.357,174133,4
What A Diff'rence A Day Made,What A Diff'rence A Day Makes! (Expanded Edition),Dinah Washington,1959-02-19,62,66iKqUazBbTlAEjcZrpDkD,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,151867,4
Turn Me On,Come Away With Me (Deluxe Edition),Norah Jones,2002-02-22,53,7DjrC3oBl57gH13aZ7tCVo,0.544,0.168,10,-10.915,1,0.0378,0.893,0.0,0.126,0.458,85.852,154800,3
Yègellé Tezeta,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Mulatu Astatke,1969,51,0fxjsll9jmmRgMFbwdp4Xg,0.839,0.233,3,-13.539,1,0.0413,0.745,0.747,0.105,0.777,125.597,194293,4
The Nearness of You,All of You,Nancy Wilson,2011-09-19,54,1lk5RIC2NMUMLgyOVMSCKs,0.44,0.0492,1,-15.265,1,0.038,0.98,0.0253,0.0936,0.185,111.462,178960,4
Is You Is Or Is You Ain't (My Baby),No Moe! Louis Jordan's Greatest Hits,Louis Jordan,1992-01-01,50,0IzMBujKJ24egd9HIK3OhG,0.721,0.269,10,-14.902,0,0.0772,0.352,0.0,0.142,0.582,117.132,198173,4
All of Me,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),Billie Holiday,1933,59,1LGqJ3nvxpVXDWpEzq4DJD,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,181440,5
Fever,Things Are Swingin',Peggy Lee,1959-05-04,58,3aPlQWU07jGgyHaBHVS5TS,0.838,0.171,4,-12.614,0,0.0729,0.23,0.0,0.11,0.397,135.925,199600,4
Somethin' Stupid,The World We Knew,Frank Sinatra,1967-08,69,4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4
From Paris With Love - Single Version,Sunset In The Blue,Melody Gardot,2020-10-23,53,49UeyKygzNO99mDvFNam8G,0.198,0.294,10,-11.574,0,0.0336,0.305,0.0193,0.129,0.162,169.713,286863,3
Koop Island Blues,Koop Islands,Koop,2007-06-05,47,75sAWnVBYaaYs1mWbB05Qg,0.571,0.542,10,-9.033,0,0.0304,0.727,0.0339,0.373,0.539,158.001,272760,4
Everything,Call Me Irresponsible,Michael Bublé,2007-04-30,68,4T6HLdP6OcAtqC6tGnQelG,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,212373,4
La Vie En Rose,Dreamland,Madeleine Peyroux,1996-09-27,52,1njxWb5fM5L5eEq9MyWddU,0.371,0.057,5,-14.804,1,0.042,0.974,0.0,0.113,0.33,78.842,201200,3
Semester,I centrum,Bo Kaspers Orkester,1998-09-25,42,160hD5JOJTqyQGcZPKNLBJ,0.515,0.589,7,-8.972,1,0.039,0.39,0.0117,0.125,0.879,159.42,218747,4
Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,77,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004-03-23,80,5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4
Chanel,Chanel,Frank Ocean,2017-03-10,77,6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Isolation,Kali Uchis,2018-04-06,76,1otG6j1WHNvl9WgXLWkHTo,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4
All The Time (feat. Lil Wayne & Natasha Mosley),Late Nights With Jeremih,Jeremih,2022-03-11,58,7JWmo14H5J8aUZ5b18kbev,0.795,0.452,9,-9.369,0,0.331,0.58,5.56e-06,0.12,0.0357,109.953,263786,4
Impossible,No Gravity,Shontelle,2010-01-01,69,1T8PwF3JhIiWwBhun23RNe,0.6,0.624,8,-3.631,1,0.0334,0.385,0.0,0.125,0.529,90.036,226533,4
"Bills, Bills, Bills",The Writing's On The Wall,Destiny's Child,1999-07-27,72,1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027,4
Finesse,Scorpion,Drake,2018-06-29,70,2WP8G2pdddDmnh1xbfKBOI,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080,4
I Hate U,I Hate U,SZA,2021-12-03,81,5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,174000,5
Smack That,Konvicted,Akon,2006-01-01,77,2kQuhkFX7uSVepCD3h29g5,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,212360,4
Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,75,43PuMrRfbyyuz4QpZ3oAwN,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4
Sure Thing,All I Want Is You,Miguel,2010-11-26,77,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4
In My Room,In My Room,Frank Ocean,2019-11-02,75,4S4Mfvv03M1cHgIOJcbUCL,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008-03-17,79,0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
Been Like This,Planet Her,Doja Cat,2021-06-25,71,7y3xU9vEC1s8DSuuoSYKih,0.678,0.531,10,-5.029,1,0.0374,0.126,3.44e-05,0.377,0.176,99.008,177373,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-03-10,72,0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,4
Over,Candydrip,Lucky Daye,2022-03-10,70,23CKxEwKWsLs6LD5poGOLM,0.65,0.555,6,-5.971,0,0.0719,0.502,0.0,0.104,0.352,103.081,207413,4
Hit 'Em Up Style (Oops!),So Blu,Blu Cantrell,2001-01-18,70,4zYTZvtcww7OWKie7fxA9E,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,250707,4
Heartbreak Anniversary,TAKE TIME,Giveon,2020-03-27,81,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
Renegade,Renegade,Aaryan Shah,2018-03-02,70,3yWF3DqFBNLvf7s4C7mKUm,0.551,0.561,9,-10.408,0,0.0559,0.509,0.367,0.369,0.207,103.118,222576,4
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,2020-12-04,78,1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
Survivor,Survivor,Destiny's Child,2001-01-01,63,7qtAgn9mwxygsPOsUDVRRt,0.524,0.904,8,-2.071,1,0.398,0.0533,0.0,0.776,0.655,161.188,254040,4
Broken Clocks,Ctrl,SZA,2017-06-09,75,2fXwCWkh6YG5zU1IyvQrbs,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,4
Often,Beauty Behind The Madness,The Weeknd,2015-08-28,77,4PhsKqMdgMEUSstTDAmMpg,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,249040,4
Replay,Replay,Iyaz,2009-08-18,74,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
Let Me Love You,Turning Point,Mario,2004-03-15,65,7GaFYUqP2WdR4KTPk7cXoP,0.686,0.588,7,-8.343,0,0.0554,0.178,0.0,0.0954,0.617,94.519,249120,4
Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,73,5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4
Last Call,Last Call,Khalid,2022-03-03,74,7k0wVBW3cvV6Xmb87JikIf,0.553,0.727,5,-6.905,1,0.0348,0.0254,0.0113,0.107,0.286,173.972,191376,4
Dilemma,Nellyville,Nelly,2002-06-25,76,0ARK753YaiJbpLUk7z5yIM,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4
Down,All Or Nothing,Jay Sean,2009-01-01,77,6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,212507,4
Say It,I Told You,Tory Lanez,2016-08-19,73,2Gyc6e2cLxA5hoX1NOvYnU,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787,4
Lost,channel ORANGE,Frank Ocean,2012-07-10,85,3GZD6HmiNUhxXYf8Gch723,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,2015-08-28,72,4frLb7nWtsz2ymBE6k2GRP,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,277680,3
If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,66,1oQZk2bKBLgP1cbuFKvjkq,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,249867,4
My Boo,Confessions (Expanded Edition),Usher,2004-03-23,75,68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440,4
Dangerous,Not 4 Sale,Kardinal Offishall,2008-01-01,74,4NOZ35Dhucr6UlVyLOtktd,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053,4
Drew Barrymore,Ctrl,SZA,2017-06-09,70,06u5LrUpbosQlQ1QJFhPpG,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4
American Boy,Shine,Estelle,2008-03-28,77,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,2017-06-22,71,1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,4
So Sick,In My Own Words,Ne-Yo,2006-01-01,74,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4
Smokin Out The Window,An Evening With Silk Sonic,Bruno Mars,2021-11-11,79,3xVZYkcuWalGudeKl861wb,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4
Don't,T R A P S O U L,Bryson Tiller,2015-10-02,77,3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,2014-06-10,76,7t2bFihaDvhIrd2gn2CWJO,0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,242983,4
Playing Games (with Bryson Tiller) - Extended Version,Over It,Summer Walker,2019-10-04,73,2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4
Collide (feat. Tyga),Collide (feat. Tyga),Justine Skye,2014-08-25,72,22I3h5AOENlH4CqXJsEbFR,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,260170,4
The Way I Are,Shock Value,Timbaland,2007-01-01,79,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,4
For Tonight,For Tonight,Giveon,2021-09-24,78,61Emqg95O9zo1GNOcyxq4Y,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867,193822,4
Killing Me Softly With His Song,The Score (Expanded Edition),Fugees,1996-02-13,75,0Q0IVlqMV64kNLlwjPj0Hl,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,298773,4
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002,69,7LqjznQwfrax7MjQXmxqdQ,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,4
Sex With Me,ANTI (Deluxe),Rihanna,2016-01-28,71,7BiELrM90hRxpozaIXbsLw,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0948,0.39,112.049,206400,4
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude","Bach: Cello Suites Nos. 1, 5 & 6",Johann Sebastian Bach,1983,66,17i5jLpzndlQhbS4SrTd0B,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,152280,4
"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",Piano Book (Deluxe Edition),Lang Lang,2019-03-29,59,4SFBV7SRNG2e2kyL1F6kjU,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,139307,4
